"文章標題","文章URL","內文","內部連結"
"◇ [問題] 德國退稅","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1121957364.A.6F0.html","有一個機構是專門辦理退稅的，就是藍白標誌
寫TAX FREE的MARK，以下是他的網站，並有說明如何辦理退稅程序

http://www.globalrefund.com/

1.向貼有TAX FREE SHOPPING的店家購買25歐以上的東西
2.索取""TAX FREE CHEQUE""，與發票一起保留
3.到機場海關蓋章
4.到海關隔壁窗口""TAX FREE""退現金
5.你會發現你拿到的跟你原本退的差很多
(並不能退到16%，因為退稅機構要收手續費)

但是接下來介紹，另一種不透過退稅機構的方法
1.滿25歐以上向店家要""Ausfuhr-und Abnehmerbescheinigung
 fuer Umsatzsteuerzwecke""購物稅的出口證明
(有沒有貼TAX FREE都可以要)
2.這只能選擇，讓他退到你歐洲的銀行帳戶，或信用卡公司
或者你有友人直接幫你去原店家拿回現金
3.一樣拿到機場蓋章，沒有朋友在德國的就把單子寄回去
原店家(店家會給你信封，機場會有郵筒)
有朋友的就把單子給他，他可以去拿現金

就是這樣啦~






--
想來德國漢堡玩嗎?
可以參考我的小民宿歐~

http://photo.xuite.net/loveolive/129256


--

◆ From: 85.176.64.201","http://www.globalrefund.com/|http://photo.xuite.net/loveolive/129256"
"◇ [問題] 想在德國看音樂會或是歌劇","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1121962249.A.9C7.html","沒錯，如果你知道你哪一天在哪個城市
這樣會比較好找




http://www.topticketline.de/106.htm


http://www.ticketonline.de/


http://www.dticket.de/events.asp?sparte=103&suche=sparte


http://ticket.zvw.de/rubrik.web?rubrik=Oper


http://www.artmedia-entertainment.de/



--

那塔殺在慕尼黑

http://www.wretch.cc/album/Natasha


--

◆ From: 172.182.87.17","http://www.topticketline.de/106.htm|http://www.ticketonline.de/|http://www.dticket.de/events.asp?sparte=103&suche=sparte|http://ticket.zvw.de/rubrik.web?rubrik=Oper|http://www.artmedia-entertainment.de/|http://www.wretch.cc/album/Natasha"
"◇ [問題] 關於德國自助旅行","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1122335203.A.EC5.html","我不知道你那位朋友家裡情況是如何
但我也有一位德國朋友
上次去他們家住
我本來就知道他跟他媽會說英文了
沒想到一到機場 她媽帶她妹來接機
她妹英文更是流利到不行
聽說她妹法文也嚇嚇叫
到了他家之後  更令我意外的是  她爸英文馬耶通...
頓時!..我對德國人真是不禁佩服了起來
德國人的英文程度真的還蠻不錯的
雖然我也遇到 不敢說英文的德國人
但是他們其實都會說的
所以我想你不用太擔心  德國人不會很排外拉
我朋友家也在鄉村..要開車將近一個小時 才到大城市

恩 去別人家家裡住 要帶點東西會比較好
我那時候人住在法國 所以就買了些法國很有名的糖果餅乾
雖然內容物還好
外面包裝很美就是了

祝你好運嚕  德國很美呢!!



--
跟我一起流浪歐洲


http://www.wretch.cc/album/sofiai


--

◆ From: 80.229.235.233","http://www.wretch.cc/album/sofiai"
"◇ [問題] 慕尼黑的住宿","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1122391017.A.DD5.html","Meininger City Hostels

http://www.meininger-hostels.de

中央車站南口出去 坐18或19號電車 第三站下車
過了一個有天橋(?)的路口小右轉之後 (不是90度的右轉 大約是45度吧) 就下車
(因為我忘記是不是真的是第三站:p 所以講詳細一點:p)
其實你要走路也可以 中央車站南邊出口就有它的廣告
出去右轉 一直走就會到
一個晚上19歐 all you can eat早餐
不過這家跟市政廳那邊是反方向 不曉得你喜不喜歡
其實坐電車也不遠 不用十分鐘就到了

另外 中央車站南口出去過馬路 往左走一點之後 右轉那條路上有兩三家YH
其中一家Euro Youth我同學說很讚 不過dorm好像很容易客滿
你現在訂可能訂不到了


--
我要怎樣才能在眾人之前
向你舉杯而不顯得突兀
要怎樣才能堅持自己的信仰不是錯誤

--

◆ From: 140.112.25.138","http://www.meininger-hostels.de"
"◇ [問題] 柏林地圖","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1122769736.A.F00.html","Berlin的地圖跟旅遊資訊可查詢以下網站

http://www.berlin.de/english/index.html

此網站有提供Berlin的景點
也有提供Berlin市中心的地圖
還有機場到市中心的路線以及如何抵達



--

我的旅行  美食  與生活

http://www.wretch.cc/album/smallu


--

◆ From: 81.129.87.252



作者: Baborak (真他媽神!) 看板: EuropeTravel
標題: Re: [問題] 請問三個柏林的問題
時間: Mon Aug  1 21:37:44 2005



SMB-PK museums(在四個主要區域的博物館包括Museumsinsel,Kulturforum,
Charlottenburg,Dahlem)
單日上述區域所有博物館:一般票6歐,學生3歐
三日券:一般12歐,學生6歐
每月第一個禮拜天免費
票在任何一間博物館都買的到
不過去之前最好問一下你要去的博物館有沒有在整修
我覺得你可以買本Let's go來看看,裡面蠻多實用的資訊

--

◆ From: 220.136.78.81","http://www.berlin.de/english/index.html|http://www.wretch.cc/album/smallu"
"◇ [請益] 德國的 Rail PASS","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1122901294.A.156.html","正確的！
接下來你要做的，就是記得把票帶出去
在第一次使用的時候去火車站的站務區那邊蓋生效章
在填上每日使用的日期
就可以拉
各區地圖
建議你可以去德國國鐵的網站上找找看






--
想來德國漢堡玩嗎?
可以參考我的小民宿歐~

http://photo.xuite.net/loveolive/129256


--

◆ From: 85.176.93.7","http://photo.xuite.net/loveolive/129256"
"◇ [問題] 慕尼黑的公車","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1122938510.A.84E.html","慕尼黑的公車 U-Bahn Tram是隸屬在MVV下面
MVV的網頁
http://www.mvv-muenchen.de/

可以查到所有班次時間 抵達時間 購票須知 特價票優惠
他們的班次時間99%非常準 連夜間公車都很準時

還有HBF沒有U3
要到Olympiazentrum可以坐到Sendlinger Tor轉U3
其實U-Bahn就是我們的捷運 沒有你想像中的慢
從你們的YH到Olympiazentrum 我估計大約三十分鐘
Rotkreuzplatz到Hauptbahnhof（HBF）更近 只有三站 不用五分鐘就到了
dachau的話 就一定要坐S2 其他交通工具都要轉車又比較慢
另外提醒你 S-Bahn每一條線二十分鐘一班
如果錯失一班又要再等二十分鐘 所以可以先看好時刻表再出門喔。





--

那塔殺在慕尼黑

http://www.wretch.cc/album/Natasha


--

◆ From: 172.180.126.164




作者: cccm (失而復得的感覺真好) 看板: EuropeTravel
標題: Re: [問題] 慕尼黑的公車
時間: Mon Aug  1 07:27:58 2005


前幾天剛剛才從那裡玩回來，
給你點建議吧
你有幾個人要去
如果次在五個人以下又是學生的話
可以去MMV還是MVV那裡買團體票，只要8EU，可以坐4個區段的任何交通工具(S、U、
電車、BUS)，好像只要兩個人就可以買，超划算的。
如果你是拜人球迷的話想要買拜人商品的話去奧林匹克競技場是買不到的
因為拜人換新主場了，要搭U6去倒數第二站(站名我忘了)
然後就可以看到一個新的球場，
營業時間到晚上8點，星期日沒開(基本上德國的城市星期日都是空城)

--
internist     內科醫師    Know everything but do nothing
surgeon       外科醫師    Know nothing but do everything
psychologist  精神科醫師  Know nothing and do nothing
pathologist   病理科醫師  Know everything and do everything,
                          but always too late
radiologist   放射科醫師  See nothing and rule out everything

--

◆ From: 192.192.90.202




作者: Baborak (真他媽神!) 看板: EuropeTravel
標題: Re: [問題] 慕尼黑的公車
時間: Mon Aug  1 21:21:25 2005




你可以去賣車票的機器看(大部分有站牌的地方都有)
應該有個Tageskarte
最多可五人同時使用(一天的票,好像早上六點可以開始用)
Muenchen wellcome card也有買一張最多可五人使用的那種
這種沒限學生
之前那位板友說的又是學生的我就不清楚
Muenchen S-bahn,U-bahn的路線圖上有依顏色劃分四圈
1-4區是第一圈(寧芬堡,奧林匹克公園,英國花園),一個人單程票2.2歐,
第二圈(Dahau集中營)4.4歐
第四圈(Muenchen機場)8.8歐
單程票是指只能做往某一方向,不能回頭,可以轉車

http://www.mvv-muenchen.de/en/home/fahrgastinformation/tickets-preise/prices/

index.html
這有車票完整介紹


http://www.muenchen.de

Muenchen的information

--

◆ From: 220.136.78.81","http://www.mvv-muenchen.de/|http://www.wretch.cc/album/Natasha|http://www.mvv-muenchen.de/en/home/fahrgastinformation/tickets-preise/prices/|http://www.muenchen.de"
"◇ [問題] fussen的民宿","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1123381467.A.5EC.html","推薦一家在Hofwiesenweg的民宿
就在新天鵝堡山腳下 不在福森哦
Gastehaus Weiher 0836281161

http://www.hotel-ami.de/pension/haus-weiher


我們是七月初的時候去住
一晚47Euro 是雅房 房裡有洗手台
但是民宿花園很漂亮 房間很乾淨也很精緻
有附早餐也蠻豐盛的 民宿主人是個老奶奶
從房間窗戶就可以看到山上的新天鵝堡~
整體來說是很不錯的民宿 :)


--

◆ From: 131.227.230.82","http://www.hotel-ami.de/pension/haus-weiher"
"◇ [問題] 德國的DB怎麼買","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1123381540.A.597.html","普林 prien是指Prien a Chiemsee嗎？
如果是的話你可以考慮買bayern ticket就好 因為是同一個邦
只要注意不要搭到ICE或IC的車就沒問題了



以下為邦票：
科隆→波昂  SchönerTagTicket Nordrhein-Westfalen € 27
波昂→科布倫茲  Rheinland-Pfalz-Ticket € 21
如果是11個人一起用  平均下來也才十幾歐而已
根本不需要用到國鐵票



給你德國邦票的網址
你可以仔細研究一下

http://www.bahn.de/-S:PtVORd:d6VNY9NNXOVvp9NNNNtM/p/view/international/englisch/travelservice/laender_tickets.shtml


--

◆ From: 219.84.138.84



作者: Leia (我很想你) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 01:25:14 2005


    那就是說 你們這樣買的話 一個人一天坐車錢是34.x約35歐
    8/15號那天絕對不划算
    買一張bayern ticket 24歐 可以五個人一起坐
    如果是7個人 就買兩張
    如果是11人 買兩張24歐的多人票 再加一張17歐的 bayern ticket single



    聯票就是你們買的那種
    其實我說錯了 :p 應該說國鐵票才對
    (因為我比較常看多國聯票 講習慣了:p 一時口誤)
    邦票 是各邦境內用的
    bayern ticket是拜揚邦(舊稱巴伐利亞邦)的邦票
    在邦的範圍之內 可無限制乘坐RE RB等慢車 也可以坐巴士
    總之 如果買了拜揚票 坐任何車之前 都先問一下可不可以用 :p
    各邦都有自己的邦票 所以在koln-bonn那段 你們也可以買北萊茵邦的邦票
    可是我沒買過 不確定多少錢



    請參照上面的解釋
    拜揚票可在慕尼黑火車站的售票機買到
    買之前 可按info看詳細的使用說明
    對了 邦票還有一個限制 買的那天 早上九點之後才能使用
    雖然慢車不常查票 不過我有同學八點五十幾分被查到 還得補票 :P
    使用時間是早上九點 至隔天的凌晨三點的樣子


    我建議你四天國鐵票的其中一天 拿到後面有跨邦使用那一天
    也就是我原先建議你買週末票的其中一天
    週末票也是在車站售票機或櫃檯買就行 一樣一張可以五個人坐
    週末票一張要32歐
    我認為國鐵票拿來代替週末票 會比代替拜揚票好
    雖然省沒幾塊錢 唉~ :p


--
    璀璨的光華中....
    我虔誠地掛上我許願的星子.....
    希望為你求得更多一點的好運....希望你永遠平安順利.....

--

◆ From: 140.112.5.8




作者: Leia (我很想你) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 02:00:45 2005


    你可以查下列幾種購票方式
    1. 照原訂買四天國鐵票 + 兩天bayern ticket + 一天週末票
    2. 兩天bayern ticket + 兩天週末票 + 夜車單獨買
    3. 長程部份 考慮搭munchen-berlin 及 berlin-koln的飛機
       這就要找找有沒有便宜票了
       機會應該不小 之前我查柏林航空 阿姆斯特丹-柏林 才29歐

    看哪種買法的total最便宜

--
    身後傳來的聲音....讓我一時間失去思考的能力...
    一片空白中...顫抖的情緒甚至讓我忘了呼吸....
    我要用什麼樣的表情...回頭面對身後的你??

--

◆ From: 140.112.5.8




作者: Leia (我很想你) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 02:04:49 2005


    german wings  31歐/人


    german wings  17歐/人

    
http://www1.germanwings.com/
  參考一下囉 :)

    我看你還是坐飛機吧 :p


--

--

◆ From: 140.112.5.8




作者: nanami24 (nanami) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 05:40:27 2005


對啊  夜車好像七點過後就算隔天的吧

--

◆ From: 61.64.88.252



作者: nanami24 (nanami) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 05:44:28 2005


這三個點並不再同一個邦ㄛ

這個距離也很短  用連票不划算

對啊  如果有幾個人一起  可以考慮用週末票  機器上買是三十歐啦
至於你查到的  可以看看有沒有便宜票啊  29跟39歐的
但是比較麻煩的是  不能更改日期及火車班次
但像你這樣的情況可能去找那個比較划算
臥舖就去火車站訂啊
應該都不會滿啦  去了再訂就可以
夜車還要換車三次喔  挺麻煩的  那乾脆不要訂臥舖  用坐的比較好



--

◆ From: 61.64.88.252



作者: Dorcas (Go Go 加油!) 看板: EuropeTravel
標題: Re: [問題] 德國的DB怎麼買
時間: Sun Aug  7 17:45:39 2005


sorry  補充一下  沒注意到你這天行程是週末
如果遇到週末的話
你可以買可跨邦的Happy-weekend-ticket
在自動售票機買是30歐
一樣最多可五人共用
就算買三張  平均下來也不到10歐
如果你們不趕時間搭快車的話
買這個票比較便宜




Valid for up to 5 persons travelling together and for parents travelling with
their children aged 14 or younger on Saturdays or Sundays between 12 p.m.
until 3 a.m. of the following day for only EUR 30 if you buy your ticket
online or at the ticket machine. EUR 32 if you purchase your ticket at the
ReiseZentrum. Valid on all local trains, 2nd class only.




--

◆ From: 219.84.138.84","http://www.bahn.de/-S:PtVORd:d6VNY9NNXOVvp9NNNNtM/p/view/international/englisch/travelservice/laender_tickets.shtml|http://www1.germanwings.com/"
"◇ [請益] 德國自助旅行行程","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1123901313.A.4CC.html","要看你時間的分配
因為不知到你在Frankuft花多少時間逛
要不然Frankuft玩完再去Mainz住
再從Mainz到Heidelberg



遊Moselle是從Koblenz到Cochem這段
從Koblenz-->Cochem每天早上9:45出發15:00到時刻表上只有這班
Cochem-->Koblenz每天15:40出發20:00到
你排的時間少要遊船真的很趕
更別說從Mainz到Koblenz這段
從Mainz到Koblenz最早是8:45出發14:10到
當然你也可以一趟坐船一趟坐火車,那就看你錢和時間要怎麼運用

http://www.k-d.com


只去Mainz我覺得要考慮一下
河兩岸的一些小城..要花多少時間?怎麼去?Mainz你要花多少時間?
因為你只花一天,還要包括交通時間
可能變成你都去了但是很趕不能優閒的逛
當然這是看你要怎麼玩

你要去浪漫大道,你時間緊我覺得你可以從Frankuft坐歐洲巴士
一天一班
到Muenchen or Fuessen一天就可結束
當然你可以在Rothenburg住一晚,隔天用同一張票再從Rothenburg坐歐洲巴士繼續
整個浪漫大道會停很多站,但每站只會停15~20分鐘甚至更短
有DB券可打六折
不過要注意的是
你在網路上跟他們訂票時,如果你想在路途中多停幾站過夜,他們都會說OK
但是到當地就不是那麼一回事了
他就跟你說只能住一晚
要不然就是你拿列印的購票証明去她跟你說沒用,一個說可以一個說不行
叫你要重新買票
我在那邊認識的朋友遇到這樣的問題,所以還是要注意一下

http://www.romantic-road-coach.de/


--

◆ From: 218.166.156.26



作者: flyfar (幸福進行曲) 看板: EuropeTravel
標題: Re: [請益] 德國自助旅行行程
時間: Fri Aug 12 17:42:56 2005



    我是住在Mainz
    因為Mainz的房價比Frankfurt便宜
    從法蘭克福機場就可以搭火車到Mainz
   而且從Mainz到海德堡或往北到波昂, 或去符茲不用換車
    有車可以直達
    很適合自助旅行者, 不然提個大行李換月台是很痛苦的
    遊河的話, 要先查好船班, 我就是錯過了船班, 沒遊到河
    德國火車的服務很好
    只要到服務台, 告訴他你的目的地, 及預計出發的時間
    就會把所有可以搭乘的班車及轉乘的車站, 月台等資訊通通列出來
    可以多多利用喔

--

◆ From: 220.141.232.152




作者: Leia (我很想你) 看板: EuropeTravel
標題: Re: [請益] 德國自助旅行行程
時間: Sat Aug 13 22:12:38 2005


    強力推薦wurzburg的住宿
    
http://www.babelfish-hostel.de

    按首頁上的 gomic.com 可以查到德國各地的青年旅館
    紐倫堡那間也不錯

--
    璀璨的光華中....
    我虔誠地掛上我許願的星子.....
    希望為你求得更多一點的好運....希望你永遠平安順利.....

--

◆ From: 140.112.25.138","http://www.k-d.com|http://www.romantic-road-coach.de/|http://www.babelfish-hostel.de"
"◇ [問題] 請問柏林的住宿","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1124517922.A.B02.html","就我自己來說，我比較重視住宿環境與設施。

柏林其實整個交通設施蠻方便的，很多景點 S-Bahn 或 U-Bahn 可到（當然小走
一下難免啦。）不一定非要住在大道上的 hostel。

你說的這家其實離市中心那些旅遊景點還蠻遠的，大概在柏林市東北區。

我兩次去柏林都待在 EastSeven Berlin Hostel，環境感覺挺不錯，也很乾淨，
在 U2 Senefelderplatz. 站附近。出站走三分鐘就到了。附近走十分鐘還有一條
藝術街 Kastanien Allee，很多創意商店還有不錯的 bar 跟餐廳。

你可以考慮。在 hostelworld.com 也可以找到這家。希望有幫到忙。

附上他們自己的網站，有照片可參考。 
http://www.eastseven.de/



--

◆ From: 144.82.219.222




作者: kathyy () 看板: EuropeTravel
標題: Re: [問題] 請問柏林的住宿
時間: Fri Aug 19 13:09:12 2005


 
http://www.circus-berlin.de/
 這是他的網站, 你可以參考一下...



沒錯 這一家我超級推薦
服務人員態度極好 放的音樂也很棒，重點是還可以直接跟櫃臺買啤酒
我一開始是住四人房 環境舒服 後來臨時加住幾天 就換的dorm 都不錯
我是覺得四人房多個一百兩百台幣 品質真的好很多

柏林有兩家Circus 我住的是在Rosa- Luxemburg那個地鐵站出來的那家（上一位說的）
連我柏林的德國朋友都知道那一家 並且說他地段很好喔
這是四人房照片

http://www.wretch.cc/album/show.php?i=koyichia&b=28&f=1124025635&p=0


這是廚房跟公共空間

http://www.wretch.cc/album/show.php?i=koyichia&b=28&f=1124025717&p=82




--

◆ From: 59.121.203.226","http://www.eastseven.de/|http://www.circus-berlin.de/|http://www.wretch.cc/album/show.php?i=koyichia&b=28&f=1124025635&p=0|http://www.wretch.cc/album/show.php?i=koyichia&b=28&f=1124025717&p=82"
"◇ [請益]行程與交通問題","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1124319422.A.BC2.html","火車永遠最省事省錢
找旅行社買德國國內火車証(German rail pass)吧, 肯定比到了才買省錢.
在德國才買票超貴.
Freiburg 到 Baden-Baden (單程時間價錢下同~50min, 19-23euro)
Freiburg 到 Stuggart (~2h, 40euro)
Freiburg 到 Munich (~4.5h, ~70euro)
Munich 到 Fussen (2h+, 18.8euro)

http://www.db.de
 這是德國國鐵的網頁, 我就在這查詢點到點班次票價的, 自己算算

Freiburg 很小, 是年輕氣息的小城市.
Fussen 跟天鵝當一個地方好了. 到Fussen 的話, 下火車跟著大隊走就會到巴士站, 那裡有巴士到天鵝堡的. 總之跟大隊便是.
在天鵝堡山上會見到一個湖, 那個湖近觀是絕頂漂亮的, 但從火車站走路要30多分鐘, 很少遊客會去. 可以到遊客中心問問.

btw, Stuggart 可是德國大城市, 叫它弗萊堡周邊它會哭.


要! 巴黎的話可以買5 天証.


原則是
1. 在一國內會坐火車的日子有三四五天的話, 開始可以考慮買國內証. e.g. 你的德國是鐵定要的.
2. 儘可能買國內証, 減少國際証的日數.


要網路預訂的話, 肯定要信用卡.
歐洲好些的YH 都聯網起來, 供一站式預約, 很方便.
其實到了一所歐洲的YH, 它會有附近城市YH 的小單張,
就這樣一所一所找下去也行.
參考這些

http://www.gomio.com


http://www.backpackernetwork.de


http://www.hostelbookers.com


http://www.hihostel.com

平均每日18-20euro 左右的宿費(有特平也有特貴)就行
酒店的話鐵定比YH 貴, 價錢相差可以很大


我是深度主義, 會叫你別走得太趕, 免得走馬看花之弊, 好些地方, 你一生只會去一次.
在遙遠的地方只住一個晚上便走是大忌.


1. 沒必要永遠不要走回頭路~~~~ 建議你把Salzburg 和 Vienna 次序掉轉.
2. 慕尼黑兩小時遠, Salzburg 一小時遠有個Berchtesgaden 小鎮. 最出名是國王海(Konigsee), 鹽礦洞(Salzbergweg), 希特勒鷹巢別墅(Eagles Nest). 但那裡的飲食門票交通超貴, 背包族較少會到.
3. 德國的水喉水能喝.



--

◆ From: 221.127.1.111","http://www.db.de|http://www.gomio.com|http://www.backpackernetwork.de|http://www.hostelbookers.com|http://www.hihostel.com"
"◇ 萊茵河煙火的訊息","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1125534380.A.937.html","http://www.rhine-river-lights.com/


--

◆ From: 220.136.79.191","http://www.rhine-river-lights.com/"
"◇ [請益] 德國旅遊行程如何規劃","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1128212465.A.4D3.html","http://forum.eurotravel.idv.tw/?a=jcll


  u can get many info there...

--

◆ From: 82.36.225.215","http://forum.eurotravel.idv.tw/?a=jcll"
"◇ [急問]申請三個月的德國申根簽證 ..","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1131320770.A.0CF.html","剛才查了德國在台協會的網站

發現下面這兩個所需要的文件:

1.""申請表""：以德文或英文詳實填寫，並經申請者本人簽名。
2.填寫""簽證申請聲明""。

這兩個表格網上是說可以自己print下來

可是我家沒有列表機..而現在天色太晚  店家都關了 = =

若直接去德國在台協會那裡簽證..
這兩個表格可以'當場再拿嗎? @@???


>_<



--

◆ From: 220.130.217.129



作者: EISON (Eison) 看板: EuropeTravel
標題: Re: [急問]申請三個月的德國申根簽證 ..
時間: Sun Nov  6 22:33:29 2005


那裡有提供表格。
除了表單裡面要求的文件以外，
對於商務旅遊簽證，他還會要求你提供旅遊計畫（我覺得很不合理，因為申請單
及網站上都沒有寫明，要為了這東西多跑一趟）。

--

◆ From: 221.169.214.185




者: EK1227 (責任心.....) 看板: EuropeTravel
標題: Re: [急問]申請三個月的德國申根簽證 ..
時間: Sun Nov  6 23:06:21 2005


呃，我記得我用上面印下來的，然後去申請(第一次）
結果，他們請我重填，要用他們的制式的表格
德國在台協會那裡有印好的表格，你可以去那裡直接填寫
有問題，還可以再問。

至於旅遊計畫表，去年我申請德簽時，他們有要求我提供。
結果今年我要再次申請德簽時，我有附上旅遊計畫表，
結果他們說不用附上（我是今年8月申請的) 。
可能每年都有一點變化吧.......







--

你在混水摸魚哦.....
謎之音：沒有啦，我在練習打字


--

◆ From: 61.64.136.99




作者: sheeppig (德國除疤膏專賣) 看板: EuropeTravel
標題: Re: [急問]申請三個月的德國申根簽證 ..
時間: Mon Nov  7 01:56:18 2005

我當年辦的(2005.06.23)
1.申請表，我是自己用A4的印出來
不過現場是有表格，請放心
2.簽證申請聲明，簽個名而已
現場也有
3.VERPFLICHTUNGSERKLARUNG
(這是要去公家機關申請在案的
25歐一張)
邀請函，代替旅遊計畫
他問我去那裡幹麻，我說就去跟男友住
4.原則上有那些他就收了，
不過他補一句，希望再明天拿簽證的時後可以給他看
20萬以上的存款簿
他又說，父母的都可以

隔天去，給他我媽的存款簿，就拿到了





--

◆ From: 218.184.0.120




作者: siayeweifeng (希望  夏夜裡有你  ) 看板: EuropeTravel
標題: Re: [急問]申請三個月的德國申根簽證 ..
時間: Thu Nov 10 07:04:03 2005





我也順利拿到了
他們收了件  查了查  沒問什麼
就給了一張隔天去領件的小單子..= =""""""""""

我準備的資料跟你一樣

1.申請表
2.VERPFLICHTUNGSERKLARUNG
3.邀請信(男友寫的)
4.30萬的存款

還有我之前在歐盟的另一國家讀書四年 剛回來四個多月
加上又跑過一次大陸  所以一直到十月底 才額滿能辦申根簽證""待
原居住地滿三個月""的標準..

我男友去年開始去德國工作 我還在歐洲時  利用我歐盟國家免簽證
的方式  搭火車去看過他兩次^^
這個我也都寫上了

希望大家都順利^^

--

◆ From: 220.130.217.129",""
"◇ 請問去柏林還可以順便搭配哪些行程？","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1134053912.A.CD9.html","以下摘錄自MOOK自由自在旅行網

契斯基庫倫隆 Cesky Krumlov

捷克有許多可看性極高的中世紀小鎮，各自展現截然不同的面貌。位於南波希米
亞的契斯基庫倫隆，西元1992年就被聯合國教科文組織指定為受保護的世界遺產
，著名的人類遺蹟城市；幾年前還被美國時代周刊評選為「全球旅遊新地點」，
是旅遊捷克的必訪之地。

http://travel.mook.com.tw/guide/guide_city613.htm


卡羅維法利 Karlovy Vary

卡羅維法利是捷克最著名且歷史最悠久的溫泉鄉，至今已有600多年歷史。 相傳
14世紀中期，查理四世皇帝到這裡打獵，無意中發現這裡豐富的溫泉資源，因此
用他的名字為此地命名，Karlovy就是查理，而Vary意指溫泉， 也就是卡羅維法
利一名的由來。

http://travel.mook.com.tw/guide/guide_city526.htm


這兩個地方我朋友都有去過，想看看她的相簿的話再寫信給我吧！




--

--

◆ From: 218.168.57.234","http://travel.mook.com.tw/guide/guide_city613.htm|http://travel.mook.com.tw/guide/guide_city526.htm"
"◇ [問題]德國木偶哪裡買?","https://www.ptt.cc/man/EuropeTravel/D507/D5BD/M.1134053990.A.8C9.html","總店是在 Rotbenburg 羅騰堡，分店也還蠻多的，
因為產品實在是太多了，而且店的裝潢及擺設讓你不想敗些東西都不行，
太夢幻了，就像是童話故事般的綺麗。

這是薰香木偶的官網，選擇你要的語言，再進去看

http://www.wohlfahrt.com/



記得要買些香錐哦！雖然我點了一些，但總覺得香錐的味道很像拜拜的香，
哎～不知道，總之可以帶些產品，木偶擺起來真的不錯看哦！



--
        我的弟兄姊妹們，我寧願在你們的眼中是一個男子漢，
        也不願意在別人的眼裏，是一個國王…
                                                        －藍道．華勒斯

--

◆ From: 59.113.84.156","http://www.wohlfahrt.com/"
