"文章標題","文章URL"
"◇ [遊記] 義大利威尼斯","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1296786983.A.7EB.html"
"◇ [遊記] 旅遊 - 義大利","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1297212081.A.59E.html"
"◇ [心得] 義大利，維洛那Verona","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300101414.A.A51.html"
"◇ [心得] 義大利，威尼斯Venice","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300101513.A.41F.html"
"◇ [遊記] 米蘭 聖西羅球場攻略. 國際米蘭 VS 巴勒摩","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300101568.A.73D.html"
"◇ [遊記] 義大利 七天七夜行","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300101635.A.3A9.html"
"◇ [心得] 推薦羅馬超讚B&B""sixbeds""","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300101706.A.849.html"
"◇ [遊記] 拜訪西羅馬帝國首都 - Ravenna","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300361850.A.B3C.html"
"◇ [遊記] 初秋。義大利蜜月自助旅14天","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1300880095.A.92B.html"
"◇ [遊記] 義大利梵蒂岡博物館-拉斐爾室","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1301313314.A.B39.html"
"◇ [請益] 該不該衝義大利的五漁村?","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1306925727.A.2EA.html"
"◇ [遊記] 義大利的龐貝遺跡","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1318635115.A.D51.html"
"◇ [心得] Romeo and Juliet 之 Verona","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1318858830.A.666.html"
"◇ [遊記] 義大利佛羅倫斯好好笑的街頭表演","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1318858912.A.A2B.html"
"◇ [遊記] 去義大利都靈Turin做甚麼呢?","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1320157464.A.397.html"
"◇ [遊記] 義大利托斯卡尼San Gimignano散步","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1320157781.A.63B.html"
"◇ [食記] 義大利 彿羅倫斯 GUSTA PIZZA 披薩店","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1320704685.A.018.html"
"◇ [心得] 義大利薩丁尼亞(Sardinia)渡假","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1323701309.A.261.html"
"◇ [心得] 歐洲背包40天~義大利米蘭","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1329924258.A.4FD.html"
"◇ [心得] 冬天的義大利蜜月16天分享","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1333027439.A.2F2.html"
"◇ [心得] 旅遊書推薦(義大利篇)","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1342966311.A.48F.html"
"◇ [心得] 義大利十大必買戰利品","https://www.ptt.cc/man/EuropeTravel/D507/D5D0/M.1366174590.A.FFB.html"
