"title","date","link","nrec","source","content","urls"
"[問卦] 青鳥為何覺得和他們不一樣就是中共同路","7/28","https://www.ptt.cc/bbs/Gossiping/M.1753634847.A.1B7.html","31.0","","台灣撕裂的根本
就是青鳥
來問一個最本質的問題
為何青鳥覺得和他們想法不一樣的
就是中共同路人？
不是呀，有些人連自己爸媽也懷疑進去欸
家人朝夕相處會不了解他們？
誰會懷疑家人是共諜？
我爸鐵藍但也反對統一
我老爸是小蔣迷
--",""
"Re: [爆卦] 台南市長指責yter災後影片造謠","7/28","https://www.ptt.cc/bbs/Gossiping/M.1753635518.A.E96.html","60.0","","https://i.imgur.com/xBdz7Vp.png
@yenchiulinlin
7/16我po了災情照片也被要求下架，我出於對這片受災土地的心疼，為什麼不能公諸於世
？是誰意圖掩蓋真相？看了市長的發言，突然了解了，原來台南市政府不允許民眾向外公
佈真實狀況
手法一模一樣，指責我是不是質疑救災不力？大帽子扣上來，讓我不敢吭聲
但我想說身為臺灣人，憲法賦予我享有言論自由，不應該被任何人施壓
https://www.threads.com/@yenchiulinlin/post/DMnfkK0SQ_O
-
https://i.imgur.com/Wc5WD70.png
--","https://i.imgur.com/xBdz7Vp.png|https://www.threads.com/@yenchiulinlin/post/DMnfkK0SQ_O|https://i.imgur.com/Wc5WD70.png"
"[新聞] 災區「至今手機難通訊」沒第四台 網傻眼","7/28","https://www.ptt.cc/bbs/Gossiping/M.1753635718.A.4B2.html","31.0","","1.媒體來源:
中時新聞網
2.記者署名:
祝潤霖
災區「至今手機難通訊」沒第四台 網傻眼：你不是郭國文
4.完整新聞內文:
https://i.imgur.com/6pJsaAr.jpeg
台南災民抱怨手機沒訊號，賴清德在勘災現場喊「郭國文可以啊」，但幾週後通訊仍困難
。（取自中天新聞《馬德有事嗎》）
行政院長卓榮泰25日到嘉義縣勘察沿海光電場災損，義竹鄉長黃政傑怒轟，包括副總統蕭
美琴、經濟部長郭智輝，最近下鄉勘災行程為何不公開？
還有台南學甲居民透過媒體、粉專發聲，直呼災後至今，家中的第四台、網路、手機通訊
還是全都沒有訊號。
網友感嘆「只因你不是郭國文吧！」
勘災政治學引發爭議，黃政傑為鄉親請命，發文發聲質疑，最近副總統蕭美琴、經濟部長
郭智輝下鄉視察災況，都不公開行程，不通知，他常跑災區而巧遇蕭副總統、郭部長，這
次卓揆下鄉有先接到消息，但不知道時間，他準備很多資料要面陳，最終沒有被通知，又
是「不公開行程」，實在憤怒。
義竹鄉民代蕭惠薰也批，此次風災義竹就像「孤兒」，全鄉停電2天，網路斷訊，缺物資
，沒人聞問，後來立委翁曉玲協助找來行動基地台才能通訊，災情PO網後，民間捐送物資
進來，縣長翁章梁日前到新店村勘災「快閃」，中央官員來勘災也不公開行程，是不敢傾
聽民意嗎？
不只義竹鄉民有話要說，粉專「歷史哥澄清唬」發文直呼，「真的太誇張了！到現在南部
災情還沒結束…」
他提到，有住在學甲區的台南市民透露，颱風災後已經過了21天，但家中的有線電視、網
路、手機通訊，還是全都沒有訊號。
電信公司回應稱仍在安排維修時間，家裡只有市話能通。
粉專「台南學甲人」發文指出，位於學甲白礁亭附近的頭前寮地區，屬於此次災情的重災
區之一。
這一帶多為高齡長輩居住，行動與資訊取得不便。
關於南天第四台的線路中斷狀況、路燈不亮，老人家表示，雖然線路嚴重損壞，但並不清
楚該如何向相關單位反映，也未曾看見任何單位主動前來檢修或協助。
他誠摯呼籲政府相關單位，南天網路公司，能夠加快腳步，主動前往災區了解實際情況，
讓受災居民早日恢復正常生活。
網友感嘆「只因你不是郭國文吧」、「中華電信也是只有一格訊號，沒網路」、「老宅三
民路也如此，沒Wi-Fi沒第四台」、「真爛，什麼政府」。
5.完整新聞連結 (或短網址)
https://www.chinatimes.com/realtimenews/20250727002425-260407
6.備註:
https://i.imgur.com/EPMFoCq.jpeg
--","https://i.imgur.com/6pJsaAr.jpeg|https://www.chinatimes.com/realtimenews/20250727002425-260407|https://i.imgur.com/EPMFoCq.jpeg"
"[新聞] 曹興誠823不玩了！黃揚明諷「又半途而","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753631982.A.0F9.html","22.0","","曹興誠823不玩了！黃揚明諷「又半途而廢」：大罷免大放鳥
https://cdn2.ettoday.net/images/8325/d8325908.jpg
記者柯振中／綜合報導
726大罷免最終以全面失敗收場，罷免領銜人之一的曹興誠27日突勸志工放下823罷免，令
人始料未及。對此，
曹興誠過去力挺大罷免，不過726投票結束後，他27日突然勸告志工放下823罷免，交由民
進黨去努力，畢竟這是「藍綠對決的仗，我們打不起」。這也是民進黨翻轉國會的最後機
會，責任相當重大，「我們也承擔不起。」
曹興誠的話語跌破外界的眼鏡，黃揚明為此在臉書發文，指稱「曹興誠又一次半途而廢」
。黃揚明接著開始細數，
黃揚明說，曹興誠能夠隨時離開台灣，但絕大多數的民眾步行，「他可以把台灣搞爛，我
們要努力修復。他可以讓總統偏聽、亂搞，我們根本無法左右總統的思維。這就是有錢人
的任性。#
」
原文:
https://www.ettoday.net/news/20250727/3004189.htm
-----
Sent from MeowPtt on my iPhone
--","https://cdn2.ettoday.net/images/8325/d8325908.jpg|https://www.ettoday.net/news/20250727/3004189.htm"
"[爆卦] 志祺77一個禮拜掉兩萬粉絲","7/28","https://www.ptt.cc/bbs/Gossiping/M.1753632686.A.527.html","24.0","","給我個面子不要再說志祺了
這邊的人本來就不看志祺不奇怪
怎麼連粉絲都掉了啊
https://i.imgur.com/StOO9LD.jpeg
https://i.imgur.com/S63DzDq.jpeg
兩萬應該不痛不癢吧
畢竟是百萬ytber
https://reurl.cc/DO3q8m
--","https://i.imgur.com/StOO9LD.jpeg|https://i.imgur.com/S63DzDq.jpeg|https://reurl.cc/DO3q8m"
"[問卦] 34歲高齡產婦有歧視語意 改成什麼好？","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753630594.A.85E.html","38.0","","如題
現代醫學認為 34歲開始 女性懷孕就是高齡產婦
但是很多女孩兒34歲才正年輕 青春才剛開始
說34歲是高齡 有些人覺得是男權 歧視女性
想一下感覺應該是用語問題
34歲高齡產婦有歧視語意 改成什麼比較好？
熟齡產婦？
掛？
--",""
"[新聞] 大罷免大挫敗戰犯還在卸責！楊蕙如：沒救","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753630801.A.7AC.html","49.0","","大罷免大挫敗「戰犯還在卸責」！楊蕙如：沒救的人快拔掉
ettoday
柯振中
726大罷免已經落幕，24：0的驚人結果，受到大量討論。對此，卡神楊蕙如表示，這次的
大挫敗有2018大崩盤的既視感，挑起這次對立的戰犯，卻持續在推卸責任、毫無反省，希
望總統賴清德趕快下定決心，將「沒救的人」棄用、拔掉，才能救回風雨飄搖的民心。
楊蕙如在臉書上分析，這次大罷免的大挫敗，一樣是有特定人士為了自身的政治、選舉利
益，帶單純善良的台派支持者去撞牆，「一樣因為不體貼民心的政策，沒有良好的論述基
礎，只有義和團式催眠自己人的同溫層，導致多數民意的反撲重擊。」
楊蕙如指責，不應該再販售「芒果乾」，什麼都是中共的陰謀、只要意見不同就抹成「中
共同路人」，已經讓人民感到厭倦。
此外，備戰意識也不該成為特定團體販售「防災包」的斂財手段，愛國心也不該被綁架成
「不投某一陣營，就是效忠敵營」的二分法。楊蕙如認為，眼下更加重要的，是民生、經
濟、產業政策，以及國際關係、救災及防堵詐騙。
楊蕙如提到，目前台南還有部分地區手機不通、沒有網路，但距離颱風襲台已過去20多天
，「你們能不能開始關心一下？」
楊蕙如提到，誰有把心思放在人民身上，而非將預算、權力牢牢握在手中，才能真正得到
人民的信任。不過依據她的看法，挑起這次對立災難的戰犯，目前仍在持續推卸責任、毫
無反省，「沒救的人趕快棄用拔掉，賴總統要趕快下定決心，才能搶救回風雨飄搖的民心
！」
5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.ettoday.net/news/20250727/3004168.htm
6.備註:
--","https://www.ettoday.net/news/20250727/3004168.htm"
"[新聞] 謝淑薇：自由不是拿來傷人的武器 一發文","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753630970.A.44C.html","30.0","","1.媒體來源:
Ettoday
2.記者署名:
記者董美琪／綜合報導
謝淑薇：自由不是拿來傷人的武器　一發文燒爆留言
4.完整新聞內文:
ETtoday新聞雲 > 生活2025年07月27日 21:04
謝淑薇：自由不是拿來傷人的武器　一發文燒爆留言
▲謝淑薇           。（圖／達志影像／美聯社）
記者董美琪／綜合報導
726大罷免後，有人歡喜有人失落。台灣網球好手謝淑薇於今（27日）晚透過臉書發表貼
文，感性呼籲大家即使理念不同，也不需要羞辱彼此。「自由，是讓我們變得更好，而不
是用來傷人。」瞬間吸引許多人按讚認同，認為她說得太好了。
謝淑薇發文寫道，「不要因為理念、立場不同，而去羞辱任何人。自由是讓我們變成更好
的人，不是拿來變成傷人的武器。」似乎有感而發，希望社會氛圍能多一分理解、尊重與
接納不同聲音。
這篇貼文迅速引起網友熱烈迴響，短短30分鐘引起7千多人按讚及留言，「超愛妳的想法
！很有高度」、「說得太好了！」、「很有深度，不能互相理解，至少也互相尊重」。
也有人留言說，「罷免過了就不用再看那些人比中指罵髒話在國會穿睡衣，現在只能繼續
看他們演下去了」、「應該在選前說的」。不過整體回應網友皆以正向看待，不少粉絲認
同貼文蘊含高智慧與視野。
5.完整新聞連結 (或短網址)不可用YAHOO、LINE、MSN等轉載媒體:
https://www.ettoday.net/news/20250727/3004138.htm
6.備註:
淑麗說得很好!!!
請藍白不要再因為理念、立場不同，而去羞辱任何人!!!
--","https://www.ettoday.net/news/20250727/3004138.htm"
"Re: [爆卦] 台南市長指責yter災後影片造謠","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753629800.A.67C.html","100.0","","https://tinyurl.com/2p9tkdb9
該Yter拍影片回應了，怒氣十足
這下市長要如何接招才好呢？>_<
希望Yter能全身而退了
https://i.imgur.com/qoQunab.jpeg
--","https://tinyurl.com/2p9tkdb9|https://i.imgur.com/qoQunab.jpeg"
"[問卦] 為什麼志祺七七已經結婚了還要去整形？","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753629807.A.119.html","27.0","","如果你說因為長相不佳把不到妹想去整形改
變外貌很合理，不過志祺七七不是早就已經
結婚了嗎？為何還需要去整形？他的工作也
不太需要外貌吧？有沒有卦，
--
瘦下來應該不會太差吧
我也覺得他整形前瘦下來應該不會太差",""
"[問卦] 明天遇到小鳥同事第一句要說什麼","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753629945.A.FFD.html","50.0","","小魯弟
因為小時候不愛唸書
導致現在的工作場合
很多小鳥
他們已經屎尿了一整年了
聽說小鳥們同事們
星期六參加了重要的考試
而且都考了零分
明天看到小鳥同事
第一句話要說什麼？
--",""
"[問卦] 南部要下一整個禮拜的雨 ,你真的ok?","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753630189.A.D00.html","61.0","","大罷免結束的第一個禮拜
南部準備下一整個禮拜的雨
台南有一堆人屋頂還是用帆布蓋著
屋漏偏逢連夜雨
你真的ok?
https://i.imgur.com/FyEWKvt.jpeg
https://i.imgur.com/rS9jwBG.jpeg
-----
Sent from JPTT on my iPhone
--","https://i.imgur.com/FyEWKvt.jpeg|https://i.imgur.com/rS9jwBG.jpeg"
"[新聞] 盧秀燕：藍白未來繼續並肩前行","7/27","https://www.ptt.cc/bbs/Gossiping/M.1753629490.A.D5E.html","20.0","","https://www.cdns.com.tw/articles/1259078
中華日報 記者陳金龍∕台中報導
https://i.meee.com.tw/UyUT0MU.jpg
國民黨二十四位立委罷免案全遭否決，台中市長盧秀燕昨日發聲明，特地點名感謝民眾黨
及小草。（記者陳金龍翻攝）
二十六日罷免二十四位國民黨立委全數未通過，國民黨視為重大勝利，台中市長盧秀燕也
被認為是功臣之一，開票後卻一直未對外發言，盧秀燕二十七日終於發表聲明，強調「這
是人民的勝利」，還特別點名「感謝民眾黨，感謝主席黃國昌、柯文哲的妻子陳佩琪醫師
，以及所有民眾黨公職人員、黨工、志工和小草們」，強調「沒有你們，我們做不到！」
台中市長盧秀燕表示，這次的選舉寫下台灣民主新頁，展現台灣人民希望政府「拚經濟做
正事」的心聲；為政者應「以民為本」，讓國家持續走在對的方向，當國家穩定前行，百
姓才能安居樂業。
盧秀燕也特別向黃國昌及陳佩琪，以及所有民眾黨公職人員、黨工、志工和小草們致謝，
感謝大家一起為人民團結，攜手為國家民生與正義奮鬥，讓台灣人心底的聲音被聽見，更
讓政治回歸初衷本質。盧秀燕表示：「沒有你們，我們做不到，未來繼續並肩前行！」
--","https://www.cdns.com.tw/articles/1259078|https://i.meee.com.tw/UyUT0MU.jpg"
