"title","date","link","nrec"
"[颱風] 薇帕颱風 海上颱風警報 第2報","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752820202.A.CB9.html","59.0"
"[颱風] 薇帕颱風 海上颱風警報 第3報","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752831302.A.C37.html","39.0"
"[颱風] 薇帕颱風 海上颱風警報 第4報","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752841802.A.34D.html","50.0"
"[颱風] 薇帕颱風 海上颱風警報 第5報","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752852602.A.C31.html","22.0"
"[颱風] 薇帕颱風 海上颱風警報 第6報.","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752863895.A.BDC.html","20.0"
"[颱風] 薇帕颱風 海上颱風警報 第7報","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752877802.A.56C.html","51.0"
"[颱風] 薇帕颱風 海上颱風警報 第8報","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752885962.A.C4A.html","45.0"
"[颱風] 薇帕颱風 海上颱風警報 第9報","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752896462.A.E35.html","42.0"
"[颱風] 薇帕颱風 海上颱風警報 第10報(o","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752906962.A.30A.html","26.0"
"[颱風] 薇帕颱風 解除颱風警報 第11報","7/19","https://www.ptt.cc/bbs/TY_Research/M.1752917581.A.6F7.html","100.0"
"Re: 成功氣象站雨量記錄","7/20","https://www.ptt.cc/bbs/TY_Research/M.1752941068.A.5F9.html","15.0"
"[討論] 97W PAGASA：LOW 周末接近北台灣","7/21","https://www.ptt.cc/bbs/TY_Research/M.1753059086.A.FE1.html","100.0"
"Re: [討論] 97W JTWC：MEDIUM","7/22","https://www.ptt.cc/bbs/TY_Research/M.1753146073.A.939.html","67.0"
"[颱風] 10W GW","7/22","https://www.ptt.cc/bbs/TY_Research/M.1753171404.A.071.html","69.0"
"[討論] 99W PAGASA：MEDIUM 在家門口","7/22","https://www.ptt.cc/bbs/TY_Research/M.1753172473.A.E34.html","28.0"
"[情報] 17時啟動大規模或劇烈豪雨作業","7/09","https://www.ptt.cc/bbs/TY_Research/M.1752050333.A.1B2.html","100.0"
"[情報] 7/10 超大豪雨特報","7/10","https://www.ptt.cc/bbs/TY_Research/M.1752106558.A.4CF.html","84.0"
"[情報] 解除114年0709豪雨事件","7/10","https://www.ptt.cc/bbs/TY_Research/M.1752138994.A.E46.html","68.0"
"[討論] 關島附近94W 疑為下週影響台灣的系統","7/11","https://www.ptt.cc/bbs/TY_Research/M.1752222673.A.41C.html","100.0"
"Re: 金門氣象站雨量紀錄","7/12","https://www.ptt.cc/bbs/TY_Research/M.1752250628.A.3EB.html","15.0"
"[颱風] 2505 百合","7/13","https://www.ptt.cc/bbs/TY_Research/M.1752347265.A.797.html","39.0"
"[颱風] 08W TS","7/15","https://www.ptt.cc/bbs/TY_Research/M.1752560127.A.EF3.html","11.0"
"[颱風] 96W GW","7/16","https://www.ptt.cc/bbs/TY_Research/M.1752630631.A.A58.html","100.0"
"[颱風] 2506 薇帕","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752779558.A.DC2.html","37.0"
"[新聞] 薇帕颱風路徑北修更靠近台灣　11:30海警","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752801536.A.F59.html","11.0"
"[颱風] 薇帕颱風 海上颱風警報 第1報","7/18","https://www.ptt.cc/bbs/TY_Research/M.1752809462.A.F40.html","66.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第15-1報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751830539.A.B0C.html","71.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第16-1報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751842082.A.D63.html","62.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第16-2報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751844902.A.1CE.html","34.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第17報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751848622.A.684.html","84.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第17-2報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751854862.A.20E.html","45.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第18報(o","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751859422.A.9DD.html","81.0"
"Re: 台南氣象站陣風記錄","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751860067.A.237.html","17.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第19報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751870102.A.895.html","27.0"
"[颱風] 丹娜絲颱風 解除颱風警報 第20報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751881202.A.0D6.html","100.0"
"[新聞] 彰化至台中近海驚見超強對流胞特徵 鄭明","7/08","https://www.ptt.cc/bbs/TY_Research/M.1751944599.A.F97.html","100.0"
"[新聞] 丹娜絲路徑迂迴曲折 傳統與AI孰優孰劣？","7/08","https://www.ptt.cc/bbs/TY_Research/M.1751947781.A.6D3.html","26.0"
"Re: 大武氣象站雨量記錄 7/10再更新","7/08","https://www.ptt.cc/bbs/TY_Research/M.1751989822.A.51E.html","21.0"
"[情報] 07/09 豪雨特報","7/09","https://www.ptt.cc/bbs/TY_Research/M.1752026882.A.267.html","61.0"
"[討論] 丹娜絲的震撼 (代washwall發文)","7/09","https://www.ptt.cc/bbs/TY_Research/M.1752040093.A.1C8.html","32.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第12報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751794742.A.928.html","100.0"
"[颱風] 颱風強風告警（澎湖縣）","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751798098.A.973.html","21.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第12-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751798996.A.A09.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第12-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751801342.A.E40.html","100.0"
"[颱風] 颱風強風告警（雲林、嘉義、台南沿海）","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751803669.A.EEB.html","41.0"
"[公告] 天氣回報區(請底置推文)","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751804468.A.0FF.html","17.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第13報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751805542.A.8CD.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第13-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751809081.A.D57.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第13-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751812082.A.D6C.html","100.0"
"[討論] 丹娜斯的外圍雲系似乎成新系統？","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751814312.A.CD7.html","20.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第14報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751816282.A.4C9.html","100.0"
"[新聞] 颱風丹娜斯登陸嘉義布袋","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751818285.A.402.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第14-1報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751819162.A.ADE.html","100.0"
"Re: [情報] 1884年至今臺灣颱風登陸日期、縣市一覽","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751819274.A.60E.html","88.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第14-2報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751822942.A.07C.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第15報","7/07","https://www.ptt.cc/bbs/TY_Research/M.1751828024.A.B6D.html","54.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第7報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751740689.A.996.html","32.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第7-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751743704.A.CF7.html","13.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第7-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751746714.A.F83.html","15.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第8報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751751602.A.C77.html","21.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第8-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751754302.A.FA0.html","40.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第8-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751757482.A.87A.html","52.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第9報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751761982.A.6D7.html","71.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第9-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751764922.A.61D.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第9-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751768402.A.3A2.html","87.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第10報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751773982.A.A1F.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第10-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751776202.A.BA7.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第10-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751779262.A.6A5.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第11報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751783942.A.D63.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第11-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751786822.A.CE7.html","100.0"
"[情報] 丹娜絲颱風 各地上班課、鐵路情形0706","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751787963.A.7F5.html","14.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第11-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751789942.A.EB2.html","100.0"
"[颱風] 2504 丹娜絲","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751657492.A.D3F.html","59.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第1報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751675342.A.60C.html","100.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第2報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751686202.A.EAF.html","100.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第3報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751698322.A.E7E.html","100.0"
"[颱風] 丹娜絲颱風 海上颱風警報 第4報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751708402.A.E76.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第5報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751718664.A.04F.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第5-1報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751721302.A.40B.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第5-2報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751725322.A.8A0.html","100.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第6報","7/05","https://www.ptt.cc/bbs/TY_Research/M.1751729762.A.719.html","53.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第6-1報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751732882.A.691.html","34.0"
"[颱風] 丹娜絲颱風 海上陸上颱風警報 第6-2報","7/06","https://www.ptt.cc/bbs/TY_Research/M.1751735858.A.FAA.html","34.0"
"[討論] 西日本梅雨結束創下歷史上紀錄","6/29","https://www.ptt.cc/bbs/TY_Research/M.1751132743.A.775.html","41.0"
"[討論] 98W撲朔迷離&99W穩定發展遠洋北上","6/30","https://www.ptt.cc/bbs/TY_Research/M.1751248556.A.A6A.html","33.0"
"[討論] 98W PAGASA:MEDIUM 大改預報","7/01","https://www.ptt.cc/bbs/TY_Research/M.1751358814.A.8B1.html","42.0"
"[討論] 98W PAGASA：HIGH AIFS大幅東修 GFS西修","7/02","https://www.ptt.cc/bbs/TY_Research/M.1751419851.A.9C7.html","37.0"
"Re: [討論] 98W PAGASA：HIGH AIFS大幅東修 GFS西修","7/02","https://www.ptt.cc/bbs/TY_Research/M.1751439189.A.F64.html","51.0"
"[颱風] 2503 木恩","7/03","https://www.ptt.cc/bbs/TY_Research/M.1751492356.A.1D8.html","10.0"
"Re: [討論] 98W PAGASA：HIGH AIFS大幅東修 GFS西修","7/03","https://www.ptt.cc/bbs/TY_Research/M.1751520384.A.68D.html","100.0"
"Re: [討論] 98W PAGASA：HIGH AIFS大幅東修 GFS西修","7/03","https://www.ptt.cc/bbs/TY_Research/M.1751551773.A.43A.html","87.0"
"[颱風] 05W GW","7/04","https://www.ptt.cc/bbs/TY_Research/M.1751592953.A.CD0.html","100.0"
"[新聞] 氣象署：若丹娜斯成形將直接發警報","7/04","https://www.ptt.cc/bbs/TY_Research/M.1751605347.A.994.html","30.0"
"Re: [颱風] 05W GW","7/04","https://www.ptt.cc/bbs/TY_Research/M.1751618340.A.0F5.html","100.0"
"[討論] 菲東 94W","6/10","https://www.ptt.cc/bbs/TY_Research/M.1749565907.A.B31.html","17.0"
"[颱風] 2501 蝴蝶","6/11","https://www.ptt.cc/bbs/TY_Research/M.1749603476.A.175.html","13.0"
"[討論] 94W 菲：LOW","6/11","https://www.ptt.cc/bbs/TY_Research/M.1749611918.A.DB0.html","16.0"
"[討論] 94W TD[W] 菲：MEDIUM","6/11","https://www.ptt.cc/bbs/TY_Research/M.1749631276.A.628.html","24.0"
"[颱風] 熱帶性低氣壓特報","6/11","https://www.ptt.cc/bbs/TY_Research/M.1749651230.A.0EB.html","19.0"
"Re: [颱風] 熱帶性低氣壓特報","6/11","https://www.ptt.cc/bbs/TY_Research/M.1749651525.A.112.html","27.0"
"[颱風] TD02 菲：HIGH 日：TD[W] 特報發布中","6/12","https://www.ptt.cc/bbs/TY_Research/M.1749697821.A.069.html","100.0"
"[情報] 豪雨特報","6/13","https://www.ptt.cc/bbs/TY_Research/M.1749768342.A.E9F.html","100.0"
"[新聞] AI模式對蝴蝶的預測路徑比傳統模式更貼近","6/16","https://www.ptt.cc/bbs/TY_Research/M.1750063000.A.C7C.html","100.0"
"[颱風] 2502 聖帕","6/23","https://www.ptt.cc/bbs/TY_Research/M.1750642164.A.494.html","15.0"
"[討論] 96W PAGASA：LOW","6/23","https://www.ptt.cc/bbs/TY_Research/M.1750671005.A.0BC.html","28.0"
"[討論] 97W JTWC：LOW","6/26","https://www.ptt.cc/bbs/TY_Research/M.1750911232.A.DF3.html","78.0"
"[新聞] 當網紅進軍天氣預報，我們究竟該信誰？","5/12","https://www.ptt.cc/bbs/TY_Research/M.1747041603.A.097.html","11.0"
"[天氣] 大雨特報(0518)","5/18","https://www.ptt.cc/bbs/TY_Research/M.1747543902.A.0E9.html","15.0"
"[新聞] 日本九州南部進入梅雨季節 為全國最早","5/18","https://www.ptt.cc/bbs/TY_Research/M.1747558700.A.32A.html","40.0"
"[討論]今年的五月是不是更熱了??","5/20","https://www.ptt.cc/bbs/TY_Research/M.1747743410.A.B00.html","100.0"
"[新聞] GFS下周打風？ 港前天文台長剖析不良現象","5/21","https://www.ptt.cc/bbs/TY_Research/M.1747790012.A.23F.html","12.0"
"[情報] 今年西南季風是不是正式抵達台灣了","6/02","https://www.ptt.cc/bbs/TY_Research/M.1748830353.A.CC5.html","56.0"
"[情報] 豪雨特報","6/03","https://www.ptt.cc/bbs/TY_Research/M.1748933291.A.9DC.html","95.0"
"[討論] 92W 菲：MEDIUM","6/06","https://www.ptt.cc/bbs/TY_Research/M.1749183392.A.AC7.html","55.0"
"[討論] 92W、93W 集中討論","6/07","https://www.ptt.cc/bbs/TY_Research/M.1749274678.A.7F3.html","30.0"
"Re: [討論] 92W、93W 集中討論","6/08","https://www.ptt.cc/bbs/TY_Research/M.1749322284.A.DC3.html","88.0"
"Re: [討論] 92W 菲：MEDIUM","6/09","https://www.ptt.cc/bbs/TY_Research/M.1749436611.A.B34.html","34.0"
"[颱風] 92W GW","6/10","https://www.ptt.cc/bbs/TY_Research/M.1749520081.A.0FD.html","27.0"
"[情報] 低溫特報0316","3/16","https://www.ptt.cc/bbs/TY_Research/M.1742117437.A.1BA.html","100.0"
"[討論] 颱風雲圖考古-2001納莉颱風","3/16","https://www.ptt.cc/bbs/TY_Research/M.1742125303.A.1F8.html","34.0"
"[新聞] 濕度僅剩8％！雙北乾爆創40年最低 網友哀","3/23","https://www.ptt.cc/bbs/TY_Research/M.1742696291.A.3F7.html","100.0"
"[討論] 4/10暴雨串","4/10","https://www.ptt.cc/bbs/TY_Research/M.1744250529.A.5ED.html","100.0"
"[新聞] 彭啓明談高溫假 需更充分科學證據判斷","4/22","https://www.ptt.cc/bbs/TY_Research/M.1745299315.A.259.html","24.0"
"[討論] 今年的第一個颱風不知道會不會偏晚","4/27","https://www.ptt.cc/bbs/TY_Research/M.1745755359.A.07F.html","39.0"
"[討論] 為何天氣預報失準率還是跟以前差不多呢?","5/06","https://www.ptt.cc/bbs/TY_Research/M.1746518333.A.D09.html","100.0"
"[天氣] 豪雨特報","5/09","https://www.ptt.cc/bbs/TY_Research/M.1746786864.A.33A.html","100.0"
"[新聞] 地球發燒！ 最熱的1月 鄭明典：很難預期2","2/14","https://www.ptt.cc/bbs/TY_Research/M.1739505074.A.4C3.html","31.0"
"[情報] 2025年申請除名颱風列表","2/19","https://www.ptt.cc/bbs/TY_Research/M.1739958113.A.C6A.html","39.0"
"[情報] 低溫特報0224","2/24","https://www.ptt.cc/bbs/TY_Research/M.1740390942.A.136.html","52.0"
"[新聞] 冬季偏冷時間9年來最長 氣象署估5月進入","2/25","https://www.ptt.cc/bbs/TY_Research/M.1740466884.A.ECB.html","100.0"
"[情報] 2025年除名颱風結果","2/27","https://www.ptt.cc/bbs/TY_Research/M.1740668851.A.EE9.html","26.0"
"[討論] 文山區疑似下冰雹??!!","3/04","https://www.ptt.cc/bbs/TY_Research/M.1741018406.A.88F.html","51.0"
"[討論] 為何華南雲雨區不容易影響到南部啊？","3/04","https://www.ptt.cc/bbs/TY_Research/M.1741061701.A.C9A.html","34.0"
"[情報] 大雷雨即時訊息：0013～0018","3/04","https://www.ptt.cc/bbs/TY_Research/M.1741080331.A.FF4.html","100.0"
"[討論] 2000年碧利斯颱風雲圖回顧","3/08","https://www.ptt.cc/bbs/TY_Research/M.1741426549.A.688.html","12.0"
"[討論] 美國即將迎來少見的大規模龍捲風爆發？","3/15","https://www.ptt.cc/bbs/TY_Research/M.1741994087.A.81E.html","41.0"
"[情報] 氣象署未來一週天氣","1/22","https://www.ptt.cc/bbs/TY_Research/M.1737537836.A.3DC.html","55.0"
"[討論] 觸手狀的0度線？","1/25","https://www.ptt.cc/bbs/TY_Research/M.1737776177.A.8A2.html","13.0"
"[情報] 低溫特報0126","1/26","https://www.ptt.cc/bbs/TY_Research/M.1737869661.A.61A.html","50.0"
"[情報] 低溫特報0127 小年夜寒流來囉~","1/27","https://www.ptt.cc/bbs/TY_Research/M.1737959756.A.04D.html","100.0"
"[溫度] 記錄一下本次平地低溫","1/28","https://www.ptt.cc/bbs/TY_Research/M.1738025234.A.D73.html","22.0"
"[情報] 台北測站 1951年至今 氣溫排行榜 (下)","2/01","https://www.ptt.cc/bbs/TY_Research/M.1738415718.A.1F3.html","16.0"
"[情報] 低溫特報 寒流又來","2/06","https://www.ptt.cc/bbs/TY_Research/M.1738832516.A.900.html","100.0"
"[新聞] 寒流南下冷爆「體感低溫-4度」！氣象專家","2/08","https://www.ptt.cc/bbs/TY_Research/M.1739001074.A.967.html","29.0"
"[討論] 今年的冬天感覺變正常了","2/09","https://www.ptt.cc/bbs/TY_Research/M.1739078266.A.D61.html","100.0"
"[回顧] 2024氣候總數據","1/03","https://www.ptt.cc/bbs/TY_Research/M.1735875780.A.0C1.html","14.0"
"[討論] 氣象署未來一週天氣預報","1/05","https://www.ptt.cc/bbs/TY_Research/M.1736086535.A.541.html","100.0"
"[情報] 低溫特報","1/10","https://www.ptt.cc/bbs/TY_Research/M.1736481252.A.377.html","33.0"
"[情報] 低溫特報0112","1/12","https://www.ptt.cc/bbs/TY_Research/M.1736659716.A.585.html","100.0"
"[情報] 低溫特報0115","1/15","https://www.ptt.cc/bbs/TY_Research/M.1736930187.A.9CC.html","100.0"
"[颱風] 2426 帕布","12/23","https://www.ptt.cc/bbs/TY_Research/M.1734937770.A.077.html","50.0"
"[情報] 低溫特報1227","12/27","https://www.ptt.cc/bbs/TY_Research/M.1735279045.A.1D4.html","47.0"
"[討論] 在日本北方968百帕低氣壓","12/28","https://www.ptt.cc/bbs/TY_Research/M.1735362461.A.B2A.html","13.0"
"[討論] 2024目前氣候數據","12/28","https://www.ptt.cc/bbs/TY_Research/M.1735379005.A.693.html","16.0"
"[討論] 未來一週天氣","1/01","https://www.ptt.cc/bbs/TY_Research/M.1735733482.A.021.html","35.0"
