"title","date","link","nrec"
"Re: [閒聊] 當初說買不如租的真的會害死人","7/24","https://www.ptt.cc/bbs/home-sale/M.1753361489.A.9D4.html","42.0"
"Re: [新聞] 竹北市第一公墓今起宣布禁葬","7/24","https://www.ptt.cc/bbs/home-sale/M.1753365774.A.3B3.html","10.0"
"[請益] 買預告登記的中古屋要注意什麼呢?","7/24","https://www.ptt.cc/bbs/home-sale/M.1753369588.A.950.html","55.0"
"[新聞] 幻想面對海景工作！她賣掉大安區公寓買","7/25","https://www.ptt.cc/bbs/home-sale/M.1753374557.A.20D.html","57.0"
"Re: [新聞] 財經青紅燈》越晚買房越便宜？","7/25","https://www.ptt.cc/bbs/home-sale/M.1753375519.A.2EF.html","10.0"
"Re: [閒聊] 少子化的房價物價","7/25","https://www.ptt.cc/bbs/home-sale/M.1753381988.A.D87.html","29.0"
"Re: [新聞] 社宅住9年到期！林口男找屋壓力大跳樓","7/25","https://www.ptt.cc/bbs/home-sale/M.1753404449.A.0ED.html","20.0"
"[新聞] 總經費40億　張善政拍板自行興建「蘆竹行","7/25","https://www.ptt.cc/bbs/home-sale/M.1753404881.A.AFA.html","10.0"
"[閒聊] 當初說買不如租的真的會害死人","7/24","https://www.ptt.cc/bbs/home-sale/M.1753339212.A.301.html","43.0"
"[閒聊] 蓋社宅就是蓋貧民窟啊？","7/24","https://www.ptt.cc/bbs/home-sale/M.1753341071.A.E95.html","16.0"
"Re: [請益]室內多少坪適合一家3~4口居住?坪數最","7/24","https://www.ptt.cc/bbs/home-sale/M.1753341928.A.521.html","14.0"
"[閒聊] 如果一個人住主建20坪以上會太奢侈？","7/24","https://www.ptt.cc/bbs/home-sale/M.1753345280.A.AC0.html","13.0"
"[新聞] 社宅住9年到期！林口男找屋壓力大跳樓","7/24","https://www.ptt.cc/bbs/home-sale/M.1753345292.A.C9C.html","46.0"
"[買//] 徵求A7 2房","7/24","https://www.ptt.cc/bbs/home-sale/M.1753345606.A.786.html","25.0"
"[閒聊] 社宅旁的物件能買嗎","7/24","https://www.ptt.cc/bbs/home-sale/M.1753346905.A.877.html","30.0"
"[閒聊] 六都 2025H1 「預售量縮價漲」？漲7.5%","7/24","https://www.ptt.cc/bbs/home-sale/M.1753348485.A.FF5.html","18.0"
"Re: [請益]室內多少坪適合一家3~4口居住?坪數最","7/24","https://www.ptt.cc/bbs/home-sale/M.1753349255.A.F2D.html","21.0"
"[新聞] 桃園青埔青線將延伸至A19亞洲矽谷","7/24","https://www.ptt.cc/bbs/home-sale/M.1753354529.A.69E.html","11.0"
"[閒聊] 少子化的房價物價","7/24","https://www.ptt.cc/bbs/home-sale/M.1753289434.A.A8B.html","38.0"
"Re: [閒聊] 移民去國外後的生活重心？","7/24","https://www.ptt.cc/bbs/home-sale/M.1753309487.A.AB6.html","11.0"
"[請益]室內多少坪適合一家3~4口居住?坪數最不重要?","7/24","https://www.ptt.cc/bbs/home-sale/M.1753318524.A.153.html","95.0"
"Re: [請益]室內多少坪適合一家3~4口居住?坪數最不重要?","7/24","https://www.ptt.cc/bbs/home-sale/M.1753321910.A.17F.html","22.0"
"Re: [閒聊] 少子化的房價物價","7/24","https://www.ptt.cc/bbs/home-sale/M.1753324743.A.1CA.html","26.0"
"Re: [請益]室內多少坪適合一家3~4口居住","7/24","https://www.ptt.cc/bbs/home-sale/M.1753334468.A.418.html","12.0"
"[閒聊] 開戰後居然會打加油站?!","7/24","https://www.ptt.cc/bbs/home-sale/M.1753336353.A.C96.html","22.0"
"[新聞] 新房奴人生1／雙貸族平均揹債711萬元！陳","7/24","https://www.ptt.cc/bbs/home-sale/M.1753337531.A.2C6.html","17.0"
"Re: [請益] 裝隱形鐵窗收到管委會公文 要舉證否則拆","7/23","https://www.ptt.cc/bbs/home-sale/M.1753257645.A.3BE.html","36.0"
"Re: [閒聊] 下個世代準備考慮移居海外吧","7/23","https://www.ptt.cc/bbs/home-sale/M.1753258131.A.E79.html","13.0"
"Re: [心得] 現在多存錢 未來再買房(非都市區）","7/23","https://www.ptt.cc/bbs/home-sale/M.1753258987.A.F5A.html","13.0"
"[心得] 現在買房真的要靠股票","7/23","https://www.ptt.cc/bbs/home-sale/M.1753263455.A.F26.html","22.0"
"Re: [心得] 現在多存錢 未來再買房(非都市區）","7/23","https://www.ptt.cc/bbs/home-sale/M.1753263967.A.C9F.html","12.0"
"[閒聊] 沒有房貸卻有買房屋保險的人有多少？","7/23","https://www.ptt.cc/bbs/home-sale/M.1753264679.A.B4D.html","11.0"
"[新聞] 地主3.99億出售土地 台中豐原34年私立幼","7/23","https://www.ptt.cc/bbs/home-sale/M.1753267732.A.6CB.html","16.0"
"Re: [請益] 裝隱形鐵窗收到管委會公文 要舉證否","7/23","https://www.ptt.cc/bbs/home-sale/M.1753268854.A.492.html","47.0"
"[閒聊] 安平是不是台南規劃最好的地方","7/23","https://www.ptt.cc/bbs/home-sale/M.1753280031.A.C1D.html","13.0"
"Re: [閒聊] 移民去國外後的生活重心？","7/23","https://www.ptt.cc/bbs/home-sale/M.1753280222.A.C5B.html","19.0"
"[閒聊] 以房養老是不是趨勢？","7/23","https://www.ptt.cc/bbs/home-sale/M.1753282228.A.F2D.html","23.0"
"[新聞] 桃捷綠線延伸大溪 將辦2場說明會","7/23","https://www.ptt.cc/bbs/home-sale/M.1753240531.A.D18.html","16.0"
"[請益] 屏東太空站投資效益","7/23","https://www.ptt.cc/bbs/home-sale/M.1753241017.A.C20.html","29.0"
"Re: [閒聊] 買不起房也沒關係，台灣還是人生的天堂","7/23","https://www.ptt.cc/bbs/home-sale/M.1753241116.A.69E.html","15.0"
"[閒聊] 近一年all in買房的怎麼自救?","7/23","https://www.ptt.cc/bbs/home-sale/M.1753243331.A.870.html","59.0"
"[情報] 新竹高鐵旁動工了","7/23","https://www.ptt.cc/bbs/home-sale/M.1753243999.A.C61.html","31.0"
"Re: [閒聊] 梧棲最近變好冷","7/23","https://www.ptt.cc/bbs/home-sale/M.1753244481.A.67A.html","16.0"
"Re: [新聞] 月薪5萬難買房 專家：全台同病相憐、未","7/23","https://www.ptt.cc/bbs/home-sale/M.1753244514.A.830.html","16.0"
"[心得] 現在多存錢 未來再買房(非都市區）","7/23","https://www.ptt.cc/bbs/home-sale/M.1753249110.A.878.html","88.0"
"Re: [心得] 現在多存錢 未來再買房(非都市區）","7/23","https://www.ptt.cc/bbs/home-sale/M.1753251501.A.369.html","17.0"
"[賣/桃園/龜山] A8社區型別墅有花有樹低總價","7/23","https://www.ptt.cc/bbs/home-sale/M.1753254755.A.B48.html","20.0"
